2015/5/28	0.997
2015/5/29	0.995
2015/6/1	1.053
2015/6/2	1.068
2015/6/3	1.072
2015/6/4	1.134
2015/6/5	1.15
2015/6/8	1.152
2015/6/9	1.175
2015/6/10	1.165
2015/6/11	1.165
2015/6/12	1.187
2015/6/15	1.178
2015/6/16	1.144
2015/6/17	1.169
2015/6/18	1.137
2015/6/19	1.049
2015/6/23	1.065
2015/6/24	1.111
2015/6/25	1.062
2015/6/26	0.974
2015/6/29	0.925
2015/6/30	0.97
2015/7/1	0.897
2015/7/2	0.821
2015/7/3	0.747
2015/7/6	0.714
2015/7/7	0.668
2015/7/8	0.626
2015/7/9	1
2015/7/10	1.058
2015/7/13	1.128
2015/7/14	1.114
2015/7/15	1.04
2015/7/16	1.06
2015/7/17	1.124
2015/7/20	1.142
2015/7/21	1.159
2015/7/22	1.178
2015/7/23	1.213
2015/7/24	1.207
2015/7/27	1.103
2015/7/28	1.063
2015/7/29	1.116
2015/7/30	1.084
2015/7/31	1.072
2015/8/3	1.082
2015/8/4	1.132
2015/8/5	1.113
2015/8/6	1.115
2015/8/7	1.142
2015/8/10	1.205
2015/8/11	1.214
2015/8/12	1.214
2015/8/13	1.239
2015/8/14	1.249
2015/8/17	1.279
2015/8/18	1.174
2015/8/19	1.199
2015/8/20	1.156
2015/8/21	1.093
2015/8/24	0.992
2015/8/25	0.896
2015/8/26	0.851
2015/8/27	0.89
2015/8/28	0.959
2015/8/31	0.936
2015/9/1	0.911
2015/9/2	0.878
2015/9/7	0.879
2015/9/8	0.908
2015/9/9	0.942
2015/9/10	0.923
2015/9/11	0.92
2015/9/14	0.86
2015/9/15	0.817
2015/9/16	0.879
2015/9/17	0.863
2015/9/18	0.875
2015/9/21	0.899
2015/9/22	0.914
2015/9/23	0.886
2015/9/24	0.905
2015/9/25	0.889
2015/9/28	0.892
2015/9/29	0.859
2015/9/30	0.863
2015/10/8	0.894
2015/10/9	0.915
2015/10/12	0.956
2015/10/13	0.959
2015/10/14	0.957
2015/10/15	0.987
2015/10/16	1.005
2015/10/19	1.006
2015/10/20	1.016
2015/10/21	0.944
2015/10/22	0.973
2015/10/23	0.998
2015/10/26	0.998
2015/10/27	0.989
2015/10/28	0.973
2015/10/29	0.979
2015/10/30	0.967
2015/11/2	0.947
2015/11/3	0.95
2015/11/4	0.993
2015/11/5	1.011
2015/11/6	1.027
2015/11/9	1.038
2015/11/10	1.056
2015/11/11	1.057
2015/11/12	1.054
2015/11/13	1.032
2015/11/16	1.044
2015/11/17	1.049
2015/11/18	1.032
2015/11/19	1.046
2015/11/20	1.051
2015/11/23	1.043
2015/11/24	1.043
2015/11/25	1.105
